districtId,districtName,schoolId,schoolName
"__NO_DISTRICT__","No Parent District","68723","Boston University"
"__NO_DISTRICT__","No Parent District","68722","Kalamazoo College"
"__NO_DISTRICT__","No Parent District","67347","Liberty High School2024-07-22 21:06:08.075"
"__NO_DISTRICT__","No Parent District","68588","Forsyth School Placholder"
"__NO_DISTRICT__","No Parent District","68520","The University of Texas at El Paso"
"__NO_DISTRICT__","No Parent District","68519","University of Alabama"
"__NO_DISTRICT__","No Parent District","68461","Impuls Deutsch University"
"__NO_DISTRICT__","No Parent District","68285","Valparaiso University"
"__NO_DISTRICT__","No Parent District","68283","Michigan Technological University"
"__NO_DISTRICT__","No Parent District","68136","Battlefield HS2024-07-11 15:51:09.665"
"__NO_DISTRICT__","No Parent District","68155","Louise A. Benton Middle School2024-07-11 15:26:49.352"
"__NO_DISTRICT__","No Parent District","68174","Graham Park Middle School2024-07-11 15:17:49.257"
"__NO_DISTRICT__","No Parent District","68175","George M. Hampton Middle School2024-07-11 15:17:02.789"
"__NO_DISTRICT__","No Parent District","68173","Gar-Field HS2024-07-11 15:16:57.748"
"__NO_DISTRICT__","No Parent District","68146","Potomac HS2024-07-11 14:31:17.086"
"__NO_DISTRICT__","No Parent District","67954","St. Laurence High School IL"
"__NO_DISTRICT__","No Parent District","67953","The University of Chicago"
"__NO_DISTRICT__","No Parent District","67952","University of Georgia"
"__NO_DISTRICT__","No Parent District","67951","McHenry County College"
"__NO_DISTRICT__","No Parent District","67950","University of Denver"
"__NO_DISTRICT__","No Parent District","67939","University of Minnesota Twin Cities"
"__NO_DISTRICT__","No Parent District","67938","University of Tulsa"
"__NO_DISTRICT__","No Parent District","67925","KWL Safari Montage Sandbox"
"__NO_DISTRICT__","No Parent District","67787","Prince William School Safari Montage"
"__NO_DISTRICT__","No Parent District","67921","The University of Texas at Austin"
"__NO_DISTRICT__","No Parent District","67920","Loyola University Chicago"
"__NO_DISTRICT__","No Parent District","67560","Canvas - Kern High School District"
"__NO_DISTRICT__","No Parent District","67456","Murrieta Valley Unified School District"
"__NO_DISTRICT__","No Parent District","67269","Lewiston-Porter Central School District"
"__NO_DISTRICT__","No Parent District","66643","Waukee Community School District - school integration2024-06-03 18:38:03.978"
"__NO_DISTRICT__","No Parent District","66641","Waukee Community School District2024-06-03 18:36:51.034"
"__NO_DISTRICT__","No Parent District","66557","Schoology Demo School"
"__NO_DISTRICT__","No Parent District","66554","Green Bay Canvas Test"
"__NO_DISTRICT__","No Parent District","66249","May 6th Training"
"__NO_DISTRICT__","No Parent District","66204","Sacred Heart Schools Atherton"
"__NO_DISTRICT__","No Parent District","66117","Purdue University"
"__NO_DISTRICT__","No Parent District","65821","KWL HigherEd School"
"__NO_DISTRICT__","No Parent District","65816","B2C School"
"__NO_DISTRICT__","No Parent District","65453","Chadwick School Demo Admin"
"__NO_DISTRICT__","No Parent District","65246","NYC DOE Testing Environment"
"__NO_DISTRICT__","No Parent District","65191","CW Test Moodle School LTI Global2024-03-07 21:31:42.63"
"__NO_DISTRICT__","No Parent District","64131","Marist High School"
"__NO_DISTRICT__","No Parent District","64006","School District of Onalaska"
"__NO_DISTRICT__","No Parent District","63738","Clayton Schools MO"
"__NO_DISTRICT__","No Parent District","63680","Solon City Schools"
"__NO_DISTRICT__","No Parent District","62971","Maplewood High School (Demo)2023-11-28 20:01:39.677"
"__NO_DISTRICT__","No Parent District","62972","Windy City High School2023-11-28 20:01:29.103"
"__NO_DISTRICT__","No Parent District","62463","King's School2023-10-20 16:07:37.561"
"__NO_DISTRICT__","No Parent District","62149","King's Schools (WA)2023-10-13 14:14:05.618"
"__NO_DISTRICT__","No Parent District","61256","Roycemore School"
"__NO_DISTRICT__","No Parent District","61245","Ideaventions Academy"
"__NO_DISTRICT__","No Parent District","56223","Platte County School District 1"
"__NO_DISTRICT__","No Parent District","60718","Fremont Unified School District--Circle of Independent Learning"
"__NO_DISTRICT__","No Parent District","60653","Great Bridge Middle School"
"__NO_DISTRICT__","No Parent District","60652","Western Branch High School"
"__NO_DISTRICT__","No Parent District","60651","Oscar Smith High School"
"__NO_DISTRICT__","No Parent District","60650","Indian River High School"
"__NO_DISTRICT__","No Parent District","60649","Hickory High School"
"__NO_DISTRICT__","No Parent District","60648","Grassfield High School"
"__NO_DISTRICT__","No Parent District","60647","Great Bridge High School"
"__NO_DISTRICT__","No Parent District","60646","Deep Creek High School"
"__NO_DISTRICT__","No Parent District","60078","Millard Public Schools"
"__NO_DISTRICT__","No Parent District","60555","Kavod Charter School2023-08-14 16:13:39.118"
"__NO_DISTRICT__","No Parent District","60340","Lausanne Collegiate School (TN)"
"__NO_DISTRICT__","No Parent District","60283","Fox Valley Lutheran High School2023-08-07 18:42:21.678"
"__NO_DISTRICT__","No Parent District","60273","Cedar Cliff Local School District"
"__NO_DISTRICT__","No Parent District","60270","DIFU School"
"__NO_DISTRICT__","No Parent District","60263","All Saints Academy"
"__NO_DISTRICT__","No Parent District","60237","Neenah Lutheran School"
"__NO_DISTRICT__","No Parent District","60236","W.E.B. DuBois Academy"
"__NO_DISTRICT__","No Parent District","59619","Trinity Episcopal School"
"__NO_DISTRICT__","No Parent District","59635","Millard North High School2023-07-27 14:59:44.755"
"__NO_DISTRICT__","No Parent District","59568","Montabella"
"__NO_DISTRICT__","No Parent District","59521","Test School2023-07-21 14:24:58.557"
"__NO_DISTRICT__","No Parent District","59495","Dummy School"
"__NO_DISTRICT__","No Parent District","59231","Magic Demo School"
"__NO_DISTRICT__","No Parent District","59162","Mishawaka"
"__NO_DISTRICT__","No Parent District","59160","Mishawaka High School2023-07-06 17:37:27.951"
"__NO_DISTRICT__","No Parent District","58951","Utah State Board of Education2023-06-29 20:26:38.238"
"__NO_DISTRICT__","No Parent District","58965","Placentia-Yorba Linda Unified School District2023-06-29 17:00:52.203"
"__NO_DISTRICT__","No Parent District","58844","The Walden School2023-06-23 14:23:45.813"
"__NO_DISTRICT__","No Parent District","58720","San Dieguito HS Academy2023-06-15 18:18:57.044"
"__NO_DISTRICT__","No Parent District","58715","San Dieguito HS Academy2023-06-15 15:12:16.025"
"__NO_DISTRICT__","No Parent District","57816","MBQA School"
"__NO_DISTRICT__","No Parent District","57612","Alhambra USD (CA)"
"__NO_DISTRICT__","No Parent District","56517","Lorain City Schools"
"__NO_DISTRICT__","No Parent District","56277","Berkeley County School (WV)"
"__NO_DISTRICT__","No Parent District","56276","Midwood High School"
"__NO_DISTRICT__","No Parent District","56275","Fruitport Community Schools"
"__NO_DISTRICT__","No Parent District","56273","Fayette County Schools"
"__NO_DISTRICT__","No Parent District","56168","Gulliver Preparatory Schools"
"__NO_DISTRICT__","No Parent District","56165","St. Andrew's School"
"__NO_DISTRICT__","No Parent District","56164","The Episcopal School of Dallas"
"__NO_DISTRICT__","No Parent District","56159","Crawfordsville Community Schools"
"__NO_DISTRICT__","No Parent District","56141","City School District of Albany"
"__NO_DISTRICT__","No Parent District","56140","Barbour County Schools"
"__NO_DISTRICT__","No Parent District","56065","Victor Valley Union High School District"
"__NO_DISTRICT__","No Parent District","56064","North Cross School"
"__NO_DISTRICT__","No Parent District","56035","Township High School District 214"
"__NO_DISTRICT__","No Parent District","56033","Salisbury School"
"__NO_DISTRICT__","No Parent District","56029","Greece Central School District"
"__NO_DISTRICT__","No Parent District","56028","Provo City School District"
"__NO_DISTRICT__","No Parent District","55997","Pioneer Central Schools"
"__NO_DISTRICT__","No Parent District","55996","Orange County Public Schools"
"__NO_DISTRICT__","No Parent District","55980","Georgetown Day School"
"__NO_DISTRICT__","No Parent District","55978","Conference"
"__NO_DISTRICT__","No Parent District","55975","Topeka Public Schools"
"__NO_DISTRICT__","No Parent District","55969","Pine Richland School District"
"__NO_DISTRICT__","No Parent District","55964","Thompson School District"
"__NO_DISTRICT__","No Parent District","55956","Harrison County Schools"
"__NO_DISTRICT__","No Parent District","55939","Kirkwood School District"
"__NO_DISTRICT__","No Parent District","55928","Union County Public Schools"
"__NO_DISTRICT__","No Parent District","55926","North Plainfield School District"
"__NO_DISTRICT__","No Parent District","55570","Cannon-McMillan"
"__NO_DISTRICT__","No Parent District","55540","Upper Arlington City School District"
"__NO_DISTRICT__","No Parent District","55488","North Kitsap School District"
"__NO_DISTRICT__","No Parent District","55270","Pellissippi State Community College"
"__NO_DISTRICT__","No Parent District","55268","Littleton PS"
"__NO_DISTRICT__","No Parent District","55219","Birmingham Public Schools"
"__NO_DISTRICT__","No Parent District","54960","Phoenix Union"
"__NO_DISTRICT__","No Parent District","54723","Green Bay"
"__NO_DISTRICT__","No Parent District","54722","Simi Valley"
"__NO_DISTRICT__","No Parent District","54696","Oro Grande"
"__NO_DISTRICT__","No Parent District","54547","Magic School"
"__NO_DISTRICT__","No Parent District","54130","Klett School Demo"
"__NO_DISTRICT__","No Parent District","53368","klettt School"
"__NO_DISTRICT__","No Parent District","53313","Klett School 13"
"__NO_DISTRICT__","No Parent District","37603","Klett"
